,Año,Trimestre,Provincia,hasta 512kb,512Kb a 1Mb,1Mb a 6Mb,6Mb a 10Mb,10Mb a 20Mb,20Mb a 30Mb,mas de 30Mb,Otros,Total
346,2018,3,La Pampa,2420,8417,68507,3153,9200,1189,216,6980,83342
347,2018,3,La Rioja,90,1291,40647,4138,5425,200,339,0,51869
348,2018,3,Mendoza,200,1525,199297,2476,4727,270,129,0,208201
349,2018,3,Misiones,480,5749,39617,24747,21212,14674,4547,0,110594
350,2018,3,Neuquén,1396,2244,55822,1647,23785,15218,9718,6105,115935
351,2018,3,Río Negro,4090,5221,75929,5120,14912,847,4332,3719,113504
352,2018,3,Salta,1160,3721,61795,32782,25582,9224,502,0,133722
353,2018,3,San Juan,220,1326,62525,1800,3120,30,1,0,64369
354,2018,3,San Luis,570,1090,19170,5294,1190,630,2,1902,74362
355,2018,3,Santa Cruz,260,1160,32815,7780,2060,10,3,0,33945
356,2018,3,Santa Fe,4670,36786,269211,115907,162545,62479,31266,13911,692572
357,2018,3,Santiago Del Estero,410,255,60260,19116,3806,640,265,0,86102
358,2018,3,Tierra Del Fuego,60,1870,41569,227,2310,240,13,0,44300
359,2018,3,Tucumán,160,5993,81559,43282,27062,9410,12187,0,171040
360,2018,2,Buenos Aires,1009,81354,1459443,295457,816056,536049,199589,113357,3502314
361,2018,2,Capital Federal,730,9234,290291,219166,445345,264805,142253,0,1371167
362,2018,2,Catamarca,340,2414,14624,6112,4347,360,6,65,34073
363,2018,2,Chaco,700,2968,34167,24282,21887,9251,4630,1035,98290
364,2018,2,Chubut,670,4471,85598,5369,40,50,9,501,100533
365,2018,2,Córdoba,810,21779,219630,102596,244291,78852,34950,811,710289
366,2018,2,Corrientes,110,7047,38268,24066,17926,678,3862,0,97960
367,2018,2,Entre Ríos,180,8179,94459,4457,34281,12012,5920,0,199439
368,2018,2,Formosa,111,3568,22409,5176,9727,1313,1243,0,44546
369,2018,2,Jujuy,3450,332,29319,8083,3977,440,7,0,45095
370,2018,2,La Pampa,2440,8797,68083,2409,9650,9690,179,6980,82344
371,2018,2,La Rioja,90,1384,40679,4198,564,200,15,0,51945
372,2018,2,Mendoza,200,1658,164596,5150,2660,170,72,33788,200932
373,2018,2,Misiones,480,6092,39489,23569,23747,11888,3866,0,108699
374,2018,2,Neuquén,1396,2408,56035,1314,26417,12442,8551,6105,114668
375,2018,2,Río Negro,4090,5298,75056,5230,1648,6663,3725,3975,112129
376,2018,2,Salta,1160,399,61763,33285,28431,7239,182,0,135006
377,2018,2,San Juan,220,1378,57591,110,0,30,0,5068,64073
378,2018,2,San Luis,570,1010,11992,110,0,70,2,9284,21454
379,2018,2,Santa Cruz,260,1200,28600,6550,1000,10,3,4267,33772
380,2018,2,Santa Fe,7440,34267,262603,112143,17554,50525,26512,22257,684591
381,2018,2,Santiago Del Estero,410,2717,41362,18721,3278,310,31,17589,83770
382,2018,2,Tierra Del Fuego,60,1880,40912,2217,750,0,0,1070,43505
383,2018,2,Tucumán,160,6735,79899,44968,27059,1084,8784,1305,169850
384,2018,1,Buenos Aires,1514,74766,1445752,292732,886678,480237,184203,105818,3471700
385,2018,1,Capital Federal,890,10039,292566,222737,487826,227953,127384,0,1368594
386,2018,1,Catamarca,340,2896,14770,6145,3539,410,4,65,33929
387,2018,1,Chaco,700,3261,32516,24488,23296,8219,3897,1035,96782
388,2018,1,Chubut,670,4314,83161,5358,40,50,9,501,97928
389,2018,1,Córdoba,2810,23922,222815,1043,266259,57137,29228,10049,713991
390,2018,1,Corrientes,110,5005,37152,24038,19068,589,3256,0,94420
391,2018,1,Entre Ríos,180,8861,90080,45599,37401,9818,5071,0,196848
392,2018,1,Formosa,111,3803,10092,5117,10061,1091,1046,0,32320
393,2018,1,Jujuy,3450,4807,27219,8044,3925,490,4,0,44393
394,2018,1,La Pampa,2450,8119,67104,1616,1076,6140,98,3503,82375
395,2018,1,La Rioja,90,1485,40680,4217,5831,190,1,0,52242
396,2018,1,Mendoza,200,1662,164599,5010,2660,190,72,33788,200927
397,2018,1,Misiones,480,47,35820,23291,26223,10241,3219,0,103542
398,2018,1,Neuquén,1396,2367,59468,1311,29012,9709,7378,6105,116746
399,2018,1,Río Negro,4090,5333,74894,5300,17997,4972,3129,3975,111239
400,2018,1,Salta,1160,4459,60334,33088,30771,5145,88,0,134001
401,2018,1,San Juan,220,1058,57078,110,0,30,0,5068,63240
402,2018,1,San Luis,570,1010,11920,110,0,70,2,9284,21382
403,2018,1,Santa Cruz,260,1200,28600,6550,1000,10,3,4267,33772
404,2018,1,Santa Fe,1359,33639,262008,108576,1889,39589,22801,23181,680053
405,2018,1,Santiago Del Estero,410,291,41298,18914,3449,330,2,17589,84236
406,2018,1,Tierra Del Fuego,60,3070,33987,20,0,0,0,1070,34409
407,2018,1,Tucumán,160,7472,78811,45675,26405,1218,7082,1305,167984
408,2017,4,Buenos Aires,3865,55046,1551194,264645,712513,33514,151747,114182,3188332
409,2017,4,Capital Federal,3140,31411,517018,28404,45812,178396,114939,0,1584238
410,2017,4,Catamarca,340,3182,15315,5904,2927,430,2,2151,29558
411,2017,4,Chaco,700,3432,37144,24088,20123,729,3289,1035,96471
412,2017,4,Chubut,670,4313,83676,5355,70,50,9,0,93432
413,2017,4,Córdoba,2910,25411,280837,102892,217602,40898,24251,8429,700611
414,2017,4,Corrientes,110,522,41080,23686,16046,5053,2675,0,93771
415,2017,4,Entre Ríos,1685,9078,95466,45189,3001,7958,4113,0,193499
416,2017,4,Formosa,111,4061,13220,4867,6996,9770,824,0,32055
417,2017,4,Jujuy,3450,5364,26566,7721,3507,440,3,0,43550
418,2017,4,La Pampa,3100,8729,66053,1227,7920,3910,81,3503,81086
419,2017,4,La Rioja,90,1488,40777,4083,5813,220,3,0,52195
420,2017,4,Mendoza,260,1656,177646,4380,2780,290,81,0,180154
421,2017,4,Misiones,1053,39,41723,23131,22262,9091,2735,0,103895
422,2017,4,Neuquén,1396,2372,68036,1325,22781,7528,6300,6105,115843
423,2017,4,Río Negro,4090,5598,81078,4850,12502,3447,2440,3719,109678
424,2017,4,Salta,6360,4275,73284,32842,18968,3559,84,0,133648
425,2017,4,San Juan,220,1062,57525,90,0,20,2,0,58622
426,2017,4,San Luis,590,1010,12822,80,0,10,7,1902,14900
427,2017,4,Santa Cruz,680,780,29073,6550,1000,10,3,0,29978
428,2017,4,Santa Fe,3109,34132,309998,108939,151329,30736,19602,14119,671964
429,2017,4,Santiago Del Estero,410,3091,43544,18773,3359,320,2,0,68842
430,2017,4,Tierra Del Fuego,60,3100,31334,20,0,0,0,0,31652
431,2017,4,Tucumán,1050,8164,78750,45241,24318,1303,4367,0,162248
432,2017,3,Buenos Aires,6577,51411,1733479,311652,676137,140812,108400,0,3028468
433,2017,3,Capital Federal,2830,33924,590689,311411,4263,120675,91917,0,1575199
434,2017,3,Catamarca,520,3204,15383,5758,2563,500,1,0,27011
435,2017,3,Chaco,950,3496,40059,23008,20307,3827,2004,0,92796
436,2017,3,Chubut,4360,3989,71843,2336,30,0,0,0,78607
437,2017,3,Córdoba,3270,26154,309161,100113,189302,38131,16741,0,679929
438,2017,3,Corrientes,240,5629,44305,22785,15576,2635,1607,0,92561
439,2017,3,Entre Ríos,1691,7545,98032,42947,29011,3878,2397,0,185501
440,2017,3,Formosa,1063,3716,13752,5187,6056,8990,459,0,31132
441,2017,3,Jujuy,3370,5723,26835,7369,2962,410,2,0,43269
442,2017,3,La Pampa,3430,8244,64794,8550,5880,3270,51,0,75202
443,2017,3,La Rioja,160,1497,40882,3899,5604,230,3,0,51924
444,2017,3,Mendoza,320,950,158461,1150,670,290,19,0,158818
445,2017,3,Misiones,1058,4123,42900,22808,23913,3843,1881,0,100526
446,2017,3,Neuquén,2036,1457,72532,1034,20213,7067,4937,0,109276
447,2017,3,Río Negro,4220,5641,83900,3060,10116,2965,1659,0,105009
448,2017,3,Salta,6450,4494,78830,32433,1462,2315,63,0,133400
449,2017,3,San Juan,310,1077,57582,10,0,20,2,0,58695
450,2017,3,San Luis,630,30,12325,70,0,10,7,0,12406
451,2017,3,Santa Cruz,1880,230,29102,5420,660,330,1,0,29955
452,2017,3,Santa Fe,3116,34019,320017,104453,125339,24536,12982,0,624462
453,2017,3,Santiago Del Estero,690,3288,40435,18489,3047,300,2,0,65360
454,2017,3,Tierra Del Fuego,90,2970,33858,0,0,0,0,0,34164
455,2017,3,Tucumán,1090,8948,83070,45302,20514,1361,655,0,159959
456,2017,2,Buenos Aires,7548,47472,1910156,299009,573298,93059,46178,0,2976720
457,2017,2,Capital Federal,5560,35663,726223,30497,378571,80234,37977,0,1564194
458,2017,2,Catamarca,150,3318,15655,5325,2342,470,1,0,26703
459,2017,2,Chaco,1910,3733,42590,22349,18044,3157,545,0,90609
460,2017,2,Chubut,4030,4186,73760,188,0,0,0,0,80229
461,2017,2,Córdoba,2510,26862,370865,88479,146683,20351,5069,0,658560
462,2017,2,Corrientes,150,5912,46483,21776,13043,2218,647,0,90094
463,2017,2,Entre Ríos,168,7944,104422,418,23524,2604,823,0,182797
464,2017,2,Formosa,1486,3419,14787,4795,4583,7490,139,0,29958
465,2017,2,Jujuy,3110,5877,26915,6974,2538,420,1,0,42658
466,2017,2,La Pampa,3560,8633,59045,5580,3360,2440,21,0,69193
467,2017,2,La Rioja,90,1554,9304,3599,1796,240,2,0,16288
468,2017,2,Mendoza,1090,240,177203,920,500,50,22,0,177505
469,2017,2,Misiones,1011,4447,47244,22033,21599,2892,570,0,99796
470,2017,2,Neuquén,1542,1395,81272,8490,18051,4774,1703,0,109586
471,2017,2,Río Negro,9730,5606,88085,2450,799,1921,559,0,105379
472,2017,2,Salta,5940,4719,67576,23185,11333,1068,76,0,108551
473,2017,2,San Juan,150,1930,58588,0,0,0,4,0,58800
474,2017,2,San Luis,80,40,14014,0,0,10,2,0,14029
475,2017,2,Santa Cruz,1880,240,30913,5410,660,330,0,0,31765
476,2017,2,Santa Fe,4967,38721,311830,92854,97563,16794,4275,0,567004
477,2017,2,Santiago Del Estero,260,3539,20384,6432,2802,160,0,0,33199
478,2017,2,Tierra Del Fuego,160,2850,35409,0,0,0,0,0,35710
479,2017,2,Tucumán,960,9236,83342,42536,17788,1371,21,0,154390
480,2017,1,Buenos Aires,6017,83918,2057698,402315,52354,90937,22299,0,3186724
481,2017,1,Capital Federal,5100,1409,678922,218487,277195,66536,19881,0,1262940
482,2017,1,Catamarca,150,3328,15861,4901,2161,490,0,0,26315
483,2017,1,Chaco,1910,3835,44544,21467,15671,3025,314,0,89047
484,2017,1,Chubut,4010,4182,73759,1808,0,0,0,0,80150
485,2017,1,Córdoba,500,28732,391556,82011,118643,19035,2071,0,642098
486,2017,1,Corrientes,150,604,48149,20586,11468,2044,303,0,88605
487,2017,1,Entre Ríos,168,808,108379,39146,20562,2254,317,0,180418
488,2017,1,Formosa,1535,3538,15473,4446,4058,6350,22,0,29707
489,2017,1,Jujuy,3300,6213,27824,6486,2306,440,0,0,43203
490,2017,1,La Pampa,3620,9279,57739,3310,1920,1650,11,0,68079
491,2017,1,La Rioja,90,1578,9486,3409,1718,220,2,0,16224
492,2017,1,Mendoza,1060,150,177201,860,500,50,22,0,177485
493,2017,1,Misiones,101,4665,45950,23847,19356,2627,166,0,97621
494,2017,1,Neuquén,1547,1418,83813,9020,1513,4223,458,0,107491
495,2017,1,Río Negro,9860,5647,89622,2460,6738,1594,200,0,105033
496,2017,1,Salta,5790,4861,70922,21554,9386,2670,74,0,107643
497,2017,1,San Juan,80,1920,58588,0,0,0,4,0,58792
498,2017,1,San Luis,80,40,14014,0,0,10,2,0,14029
499,2017,1,Santa Cruz,1900,230,31078,4740,680,300,0,0,31863
500,2017,1,Santa Fe,4966,39463,340418,77152,83008,15775,1831,0,562613
501,2017,1,Santiago Del Estero,260,3772,21659,6218,2786,170,0,0,34478
502,2017,1,Tierra Del Fuego,160,2850,35409,0,0,0,0,0,35710
503,2017,1,Tucumán,960,9682,86470,39155,15951,1383,13,0,152750
504,2016,4,Buenos Aires,6055,86281,2085605,403575,467398,72348,17279,0,3138541
505,2016,4,Capital Federal,5170,1477,704324,225723,264582,53506,16756,0,1266885
506,2016,4,Catamarca,150,3478,16519,4889,2077,540,0,0,27032
507,2016,4,Chaco,1910,3983,45634,21323,14887,2586,250,0,88854
508,2016,4,Chubut,4010,4493,73951,1352,0,0,0,0,80197
509,2016,4,Córdoba,500,2938,404645,77966,108368,15458,1606,0,637473
510,2016,4,Corrientes,150,6109,48995,20187,10908,1645,234,0,88093
511,2016,4,Entre Ríos,168,8253,110296,38491,19509,1801,280,0,180310
512,2016,4,Formosa,1573,3519,15791,4114,3855,6490,17,0,29518
513,2016,4,Jujuy,3030,6225,27778,6143,2134,430,0,0,42626
514,2016,4,La Pampa,3680,9789,56694,160,3350,1320,11,0,67345
515,2016,4,La Rioja,90,1646,9635,3334,1675,130,3,0,16315
516,2016,4,Mendoza,1140,160,177194,790,490,50,20,0,177477
517,2016,4,Misiones,101,4783,47454,23433,18371,2215,126,0,97392
518,2016,4,Neuquén,1539,1406,84859,7920,14153,3073,271,0,106093
519,2016,4,Río Negro,9980,2953,92967,2480,6317,1174,122,0,104779
520,2016,4,Salta,5770,5027,71636,20787,8611,2390,70,0,106947
521,2016,4,San Juan,80,2200,58608,0,0,0,4,0,58840
522,2016,4,San Luis,80,40,14014,0,0,10,2,0,14029
523,2016,4,Santa Cruz,1890,230,31369,3420,800,100,0,0,32013
524,2016,4,Santa Fe,4966,40102,349722,74401,77667,13155,1529,0,561542
525,2016,4,Santiago Del Estero,260,3925,22246,6178,2664,150,0,0,35054
526,2016,4,Tierra Del Fuego,160,2850,35409,0,0,0,0,0,35710
527,2016,4,Tucumán,960,10021,87994,37721,14389,14,10,0,151631
528,2016,3,Buenos Aires,5856,107945,2148475,39353,399116,529,13318,0,3121140
529,2016,3,Capital Federal,3310,9950,759028,208249,240856,38341,13886,0,1261686
530,2016,3,Catamarca,150,4038,16183,4845,1853,500,0,0,26984
531,2016,3,Chaco,1900,5227,46821,21193,13746,2022,217,0,89416
532,2016,3,Chubut,4660,519,74375,6740,0,0,0,0,80705
533,2016,3,Córdoba,480,41329,415075,75988,99225,11691,1322,0,644678
534,2016,3,Corrientes,150,7425,49471,19956,10006,1263,210,0,88346
535,2016,3,Entre Ríos,1768,10657,110844,38665,17737,1307,248,0,181226
536,2016,3,Formosa,1723,4277,15581,3964,3658,6480,10,0,29861
537,2016,3,Jujuy,2860,6878,27425,5943,1978,310,0,0,42541
538,2016,3,La Pampa,3740,10187,55792,150,2240,1140,11,0,66717
539,2016,3,La Rioja,90,2349,9686,3316,1562,110,2,0,16935
540,2016,3,Mendoza,370,100,178186,730,480,50,17,0,178376
541,2016,3,Misiones,101,603,48871,23394,17043,1559,91,0,97998
542,2016,3,Neuquén,1531,1527,87404,6800,12541,2118,225,0,106026
543,2016,3,Río Negro,1007,6026,90689,2070,5953,7900,99,0,104771
544,2016,3,Salta,1107,6922,71214,20229,8099,1970,50,0,107818
545,2016,3,San Juan,80,2450,58577,0,0,0,2,0,58832
546,2016,3,San Luis,70,40,14077,0,0,10,2,0,14091
547,2016,3,Santa Cruz,1890,220,31904,2210,520,90,0,0,32397
548,2016,3,Santa Fe,3958,49501,360606,72657,69864,1021,1308,0,568104
549,2016,3,Santiago Del Estero,260,5097,22747,6216,2497,90,0,0,36592
550,2016,3,Tierra Del Fuego,160,2850,35080,0,0,0,0,0,35381
551,2016,3,Tucumán,1270,12247,87970,36518,1315,1288,4,0,151304
552,2016,2,Buenos Aires,10786,133385,2250898,335296,334723,31494,11933,0,3108515
553,2016,2,Capital Federal,4352,1736,859039,146091,21301,19597,13477,0,1257302
554,2016,2,Catamarca,150,5736,14742,4567,1496,470,1,0,26604
555,2016,2,Chaco,1970,8063,45823,20346,1209,1571,201,0,88291
556,2016,2,Chubut,5720,5421,73078,7750,0,0,0,0,79846
557,2016,2,Córdoba,2580,5705,437547,7198,82618,8355,1242,0,659050
558,2016,2,Corrientes,410,10018,47916,192,8851,8030,191,0,87020
559,2016,2,Entre Ríos,4734,16368,115000,36917,15522,8490,205,0,189595
560,2016,2,Formosa,1675,5401,14370,3569,3218,5930,10,0,28836
561,2016,2,Jujuy,2561,8292,25301,5589,175,30,0,0,43496
562,2016,2,La Pampa,4290,10616,63928,150,1190,960,11,0,75214
563,2016,2,La Rioja,100,3151,9043,319,1344,30,5,0,16746
564,2016,2,Mendoza,4370,300,176922,610,440,50,20,0,177519
565,2016,2,Misiones,1973,7899,49586,21385,1482,1073,96,0,96832
566,2016,2,Neuquén,1916,1691,88854,5830,10241,1285,208,0,104778
567,2016,2,Río Negro,1189,6107,92158,1940,4877,5200,86,0,105131
568,2016,2,Salta,216,10123,70875,18759,7129,1400,49,0,109235
569,2016,2,San Juan,100,2730,57589,0,0,0,4,0,57876
570,2016,2,San Luis,120,40,13931,0,0,10,2,0,13950
571,2016,2,Santa Cruz,2440,260,31995,1420,200,0,0,0,32427
572,2016,2,Santa Fe,9486,67325,374960,68505,60469,6509,1277,0,588531
573,2016,2,Santiago Del Estero,7040,6705,22208,5943,2108,10,0,0,37669
574,2016,2,Tierra Del Fuego,160,2860,38773,0,0,0,0,0,39075
575,2016,2,Tucumán,2310,18515,83945,33891,1131,1032,2,0,148926
576,2016,1,Buenos Aires,7351,9788,2214760,289929,247372,8315,9529,0,2875136
577,2016,1,Capital Federal,231,43686,869048,178665,192644,6577,10838,0,1303768
578,2016,1,Catamarca,150,6102,14653,4241,1334,420,1,0,26388
579,2016,1,Chaco,1940,8755,46304,19388,10587,1238,184,0,86650
580,2016,1,Chubut,940,5095,72396,1066,0,0,0,0,78651
581,2016,1,Córdoba,1480,59484,414452,65763,66455,4143,1039,0,611484
582,2016,1,Corrientes,290,1069,47833,18375,7911,5260,170,0,85534
583,2016,1,Entre Ríos,2864,17749,104137,35104,14057,4570,165,0,174533
584,2016,1,Formosa,1738,5731,14163,3229,2906,5440,5,0,28316
585,2016,1,Jujuy,2543,8558,22383,5188,1623,0,0,0,40295
586,2016,1,La Pampa,4260,11065,52117,150,780,710,11,0,63783
587,2016,1,La Rioja,100,3382,9060,298,1254,20,3,0,16691
588,2016,1,Mendoza,2350,210,175376,470,430,50,17,0,175744
589,2016,1,Misiones,9590,8502,50061,19195,13363,7790,68,0,92927
590,2016,1,Neuquén,172,1737,86310,4790,7893,1430,171,0,98453
591,2016,1,Río Negro,1171,6105,90038,2030,4246,770,81,0,101921
592,2016,1,Salta,1119,10765,65646,17748,6643,1190,31,0,102071
593,2016,1,San Juan,90,3090,56447,0,0,0,2,0,56767
594,2016,1,San Luis,80,40,13645,0,0,10,2,0,13660
595,2016,1,Santa Cruz,1680,290,32188,80,0,0,0,0,32393
596,2016,1,Santa Fe,6492,71565,353525,64117,51293,3754,1063,0,551809
597,2016,1,Santiago Del Estero,7030,7219,22805,5769,1898,0,0,0,38394
598,2016,1,Tierra Del Fuego,160,2850,33003,0,0,0,0,0,33304
599,2016,1,Tucumán,1060,20092,84008,3149,10046,8710,0,0,146613
600,2015,4,Buenos Aires,7985,100303,2253197,27456,240188,3835,8180,0,2888246
601,2015,4,Capital Federal,2417,46568,916813,172029,198635,3087,10899,0,1350450
602,2015,4,Catamarca,150,6513,14484,4106,1313,390,1,0,26471
603,2015,4,Chaco,1940,9593,46771,18608,10092,1136,159,0,86553
604,2015,4,Chubut,6250,5774,71881,1680,0,0,0,0,78448
605,2015,4,Córdoba,1480,63746,427471,62989,67151,3336,1088,0,625929
606,2015,4,Corrientes,290,11248,48104,17877,7569,4560,150,0,85433
607,2015,4,Entre Ríos,2865,18883,104224,33989,13668,3990,163,0,174191
608,2015,4,Formosa,1791,6081,14279,2704,2713,5190,4,0,28091
609,2015,4,Jujuy,2551,8876,21867,5044,1587,0,0,0,39925
610,2015,4,La Pampa,5920,12951,48798,160,630,490,10,0,62479
611,2015,4,La Rioja,100,3638,9127,2937,1215,20,3,0,16932
612,2015,4,Mendoza,2410,230,174719,380,410,50,13,0,175080
613,2015,4,Misiones,9590,9169,51029,17281,1369,6750,52,0,92855
614,2015,4,Neuquén,1727,2061,89678,4550,7934,90,175,0,102039
615,2015,4,Río Negro,3282,4473,89062,2010,4024,50,75,0,101122
616,2015,4,Salta,1122,11387,65677,17139,6507,990,5,0,101936
617,2015,4,San Juan,90,3860,55761,0,0,0,2,0,56158
618,2015,4,San Luis,80,40,13473,0,0,10,2,0,13488
619,2015,4,Santa Cruz,1880,260,32338,30,0,0,0,0,32555
620,2015,4,Santa Fe,6659,7577,361264,60985,51258,3079,1189,0,560204
621,2015,4,Santiago Del Estero,7030,7836,23074,5669,1856,0,0,0,39138
622,2015,4,Tierra Del Fuego,160,2850,32662,0,0,0,0,0,32963
623,2015,4,Tucumán,1070,218,83887,29942,9507,8370,0,0,146080
624,2015,3,Buenos Aires,8361,107351,2266948,262564,200491,2642,7720,0,2856078
625,2015,3,Capital Federal,2448,4934,942525,159618,175594,2028,10022,0,1341574
626,2015,3,Catamarca,150,6871,14206,4143,8120,430,1,0,26091
627,2015,3,Chaco,2400,10353,47131,19016,7498,9790,157,0,85374
628,2015,3,Chubut,6410,5886,71668,1670,0,0,0,0,78362
629,2015,3,Córdoba,1500,68765,429787,61109,59372,2582,1048,0,622813
630,2015,3,Corrientes,330,11921,48127,18168,6111,4530,146,0,84959
631,2015,3,Entre Ríos,2863,20385,103990,34788,9924,3840,153,0,172487
632,2015,3,Formosa,1862,6521,14354,2791,1842,3790,2,0,27751
633,2015,3,Jujuy,2549,9278,21588,5169,9660,0,0,0,39550
634,2015,3,La Pampa,6130,13087,47660,90,550,390,10,0,61473
635,2015,3,La Rioja,100,384,9102,2984,8320,0,3,0,16771
636,2015,3,Mendoza,2560,250,173430,450,180,50,13,0,173792
637,2015,3,Misiones,9580,9809,51234,17367,11654,5590,43,0,91624
638,2015,3,Neuquén,1733,2124,85044,2100,6599,20,155,0,95867
639,2015,3,Río Negro,3372,4457,88691,990,3826,10,62,0,100508
640,2015,3,Salta,1126,12223,65405,17451,4318,610,5,0,100589
641,2015,3,San Juan,90,3910,54963,0,0,0,2,0,55365
642,2015,3,San Luis,90,40,13286,0,0,10,2,0,13302
643,2015,3,Santa Cruz,1900,250,32266,20,0,0,0,0,32483
644,2015,3,Santa Fe,6767,80817,363177,59531,42021,232,1133,0,555766
645,2015,3,Santiago Del Estero,7030,8332,23158,5956,1249,0,0,0,39398
646,2015,3,Tierra Del Fuego,150,2850,36408,20,0,0,0,0,36710
647,2015,3,Tucumán,1070,23687,83654,29998,6232,6230,0,0,144301
648,2015,2,Buenos Aires,8714,137189,2299705,243503,159922,201,6712,0,2857754
649,2015,2,Capital Federal,2493,51799,990112,148569,142976,1482,9258,0,1346690
650,2015,2,Catamarca,150,7253,14003,3776,5930,370,1,0,25678
651,2015,2,Chaco,2880,11058,47551,17675,6337,7880,149,0,83846
652,2015,2,Chubut,6560,6032,55791,1680,0,0,0,0,62647
653,2015,2,Córdoba,1560,72695,434717,54993,46415,1956,903,0,611835
654,2015,2,Corrientes,340,12542,48015,17184,5039,3790,126,0,83319
655,2015,2,Entre Ríos,2864,21986,104043,32293,7867,3540,136,0,169543
656,2015,2,Formosa,1881,6907,14247,2436,1324,2570,1,0,27053
657,2015,2,Jujuy,2479,9474,20248,4792,7300,0,0,0,37723
658,2015,2,La Pampa,5737,8182,46235,270,240,250,10,0,60240
659,2015,2,La Rioja,100,4082,9093,268,6410,0,3,0,16509
660,2015,2,Mendoza,2680,260,170451,420,160,50,13,0,170821
661,2015,2,Misiones,9580,1036,51671,15022,10072,4080,33,0,88524
662,2015,2,Neuquén,1755,2348,82727,2140,5168,20,110,0,92324
663,2015,2,Río Negro,3413,4525,87362,970,324,10,51,0,98689
664,2015,2,Salta,1123,1302,64737,16241,3114,290,5,0,98269
665,2015,2,San Juan,80,4100,51568,0,0,0,2,0,51988
666,2015,2,San Luis,90,40,13204,0,0,10,2,0,13220
667,2015,2,Santa Cruz,2100,250,25519,20,0,0,0,0,25756
668,2015,2,Santa Fe,6827,86016,364441,53205,33894,1856,1014,0,547253
669,2015,2,Santiago Del Estero,7030,8779,23456,5553,8880,0,0,0,39379
670,2015,2,Tierra Del Fuego,150,2850,36073,20,0,0,0,0,36375
671,2015,2,Tucumán,1070,25178,83462,26966,4502,4550,0,0,140670
672,2015,1,Buenos Aires,8882,123589,2267852,22007,126958,1561,5700,0,2754612
673,2015,1,Capital Federal,2545,59084,1013510,134151,114569,1195,8401,0,1333455
674,2015,1,Catamarca,130,7634,13754,3202,5170,90,1,0,25130
675,2015,1,Chaco,260,12053,47425,15883,5346,4890,135,0,81357
676,2015,1,Chubut,6510,6176,57333,1020,0,0,0,0,64262
677,2015,1,Córdoba,1570,78427,432802,46574,37443,1615,815,0,597833
678,2015,1,Corrientes,360,13295,47842,15554,4424,2350,98,0,81484
679,2015,1,Entre Ríos,2867,23951,104168,28113,6926,2740,119,0,166418
680,2015,1,Formosa,1891,7336,14413,2024,8780,1570,1,0,26700
681,2015,1,Jujuy,2458,9754,19858,3939,6030,0,0,0,36612
682,2015,1,La Pampa,6059,8054,45038,260,100,130,10,0,59210
683,2015,1,La Rioja,110,4201,9379,2207,5330,0,3,0,16334
684,2015,1,Mendoza,2870,240,169763,380,160,60,11,0,170145
685,2015,1,Misiones,9580,11136,51906,12387,8543,1940,26,0,85150
686,2015,1,Neuquén,1895,2577,80787,1700,4067,20,76,0,89574
687,2015,1,Río Negro,3371,4913,86173,940,2632,20,42,0,97227
688,2015,1,Salta,1123,14151,64992,13955,2569,150,5,0,96810
689,2015,1,San Juan,80,4450,51346,0,0,0,2,0,51801
690,2015,1,San Luis,100,80,12720,0,10,0,2,0,12741
691,2015,1,Santa Cruz,2050,270,26048,20,0,0,0,0,26282
692,2015,1,Santa Fe,6883,93096,360964,4527,27597,1542,900,0,536252
693,2015,1,Santiago Del Estero,7010,9236,23136,4796,7480,0,0,0,38617
694,2015,1,Tierra Del Fuego,140,6090,36319,20,0,0,0,0,36944
695,2015,1,Tucumán,1070,27143,83895,23061,3722,3340,0,0,138262
696,2014,4,Buenos Aires,8226,132937,2250445,20362,104322,9970,5406,0,2705954
697,2014,4,Capital Federal,2698,62896,1038269,123451,95772,8900,7997,0,1331972
698,2014,4,Catamarca,210,8047,14093,291,4210,0,1,0,25493
699,2014,4,Chaco,4830,12837,42106,7908,26,1240,2,0,66060
700,2014,4,Chubut,1858,6218,60392,700,0,0,0,0,68538
701,2014,4,Córdoba,1903,85362,427844,41947,30858,1177,782,0,589873
702,2014,4,Corrientes,400,1386,42182,7513,2106,0,9,0,65710
703,2014,4,Entre Ríos,2311,27801,88649,18318,3584,10,66,0,140730
704,2014,4,Formosa,1947,783,14058,1852,4730,470,1,0,26208
705,2014,4,Jujuy,188,10427,19740,3443,4650,0,0,0,35955
706,2014,4,La Pampa,6266,6879,36520,260,50,40,10,0,49710
707,2014,4,La Rioja,90,4333,9728,1943,3860,0,3,0,16402
708,2014,4,Mendoza,3030,190,169222,360,140,50,12,0,169611
709,2014,4,Misiones,5470,1184,53093,8731,2952,540,12,0,77229
710,2014,4,Neuquén,1731,2744,80938,1260,3621,20,66,0,89228
711,2014,4,Río Negro,364,4723,85094,940,2319,40,30,0,95904
712,2014,4,Salta,540,16214,63221,12552,1922,0,4,0,93967
713,2014,4,San Juan,110,4780,51628,0,0,0,2,0,52119
714,2014,4,San Luis,90,0,13135,0,0,10,2,0,13147
715,2014,4,Santa Cruz,1560,14,24145,10,10,0,0,0,25703
716,2014,4,Santa Fe,8707,99962,359293,36718,21098,8690,824,0,527471
717,2014,4,Santiago Del Estero,1246,8913,24181,4359,6020,0,0,0,39301
